company_name,departure_time,pickup_point,dropoff_point,start_point,destination,rating_safety,rating_info_accuracy,rating_info_completeness,rating_staff_attitude,rating_comfort,rating_service_quality,rating_punctuality,rating_overall,reviewer_count,number_of_seat,price_original,price_discounted,discounted_percentage,departure_date,duration_minutes
Nam Quỳnh Anh,21:00:00,Other,Other,Hà Nội,Thanh Hóa,4.5,4.3,4.5,4.2,4.2,4.2,4.7,4.2,2035,22,350000,0,0.0,15-10-2025,270
Phú Quý,14:10:00,Bến xe,Other,Hà Nội,Thanh Hóa,4.4,4.3,4.4,4.5,4.1,4.2,4.9,4.3,468,22,400000,0,0.0,15-10-2025,180
Phú Quý,09:50:00,Bến xe,Other,Hà Nội,Thanh Hóa,4.4,4.3,4.4,4.5,4.1,4.2,4.9,4.3,468,32,300000,0,0.0,15-10-2025,180
Vân Anh Limousine,05:00:00,Bến xe,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,180
Vân Anh Limousine,06:30:00,Bến xe,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,210
Vân Anh Limousine,07:00:00,Bến xe,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,200000,13.0,15-10-2025,180
Vĩnh Quang,09:30:00,Văn phòng,Văn phòng,Hà Nội,Thanh Hóa,5.0,4.8,4.9,4.9,4.9,4.9,4.8,4.8,25,10,170000,0,0.0,15-10-2025,205
Vĩnh Quang,17:30:00,Văn phòng,Văn phòng,Hà Nội,Thanh Hóa,5.0,4.8,4.9,4.9,4.9,4.9,4.8,4.8,25,10,170000,0,0.0,15-10-2025,205
Vĩnh Quang,11:30:00,Văn phòng,Văn phòng,Hà Nội,Thanh Hóa,5.0,4.8,4.9,4.9,4.9,4.9,4.8,4.8,25,10,170000,0,0.0,15-10-2025,205
Vân Anh Limousine,08:00:00,Bến xe,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,180
Vân Anh Limousine,06:00:00,Bến xe,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,180
Vân Anh Limousine,09:00:00,Bến xe,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,200000,13.0,15-10-2025,180
Vân Anh Limousine,04:30:00,Bến xe,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,180
Vân Anh Limousine,05:00:00,Bến xe,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,200000,13.0,15-10-2025,180
Vân Anh Limousine,04:00:00,Bến xe,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,210
Vân Anh Limousine,04:00:00,Bến xe,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,180
Vân Anh Limousine,08:00:00,Bến xe,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,200000,13.0,15-10-2025,180
Vân Anh Limousine,09:30:00,Bến xe,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,210
Vân Anh Limousine,04:30:00,Bến xe,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,180
Vân Anh Limousine,07:30:00,Bến xe,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,210
Vân Anh Limousine,07:00:00,Bến xe,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,180
Vân Anh Limousine,09:00:00,Bến xe,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,180
Vân Anh Limousine,10:00:00,Bến xe,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,200000,13.0,15-10-2025,180
Vân Anh Limousine,10:30:00,Bến xe,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,210
Vân Anh Limousine,05:30:00,Bến xe,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,210
Vĩnh Quang,15:30:00,Văn phòng,Văn phòng,Hà Nội,Thanh Hóa,5.0,4.8,4.9,4.9,4.9,4.9,4.8,4.8,25,10,170000,0,0.0,15-10-2025,205
Vĩnh Quang,05:30:00,Văn phòng,Văn phòng,Hà Nội,Thanh Hóa,5.0,4.8,4.9,4.9,4.9,4.9,4.8,4.8,25,10,170000,0,0.0,15-10-2025,205
Vĩnh Quang,13:30:00,Văn phòng,Văn phòng,Hà Nội,Thanh Hóa,5.0,4.8,4.9,4.9,4.9,4.9,4.8,4.8,25,10,170000,0,0.0,15-10-2025,205
Vân Anh Limousine,10:00:00,Bến xe,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,180
Vĩnh Quang,19:30:00,Văn phòng,Văn phòng,Hà Nội,Thanh Hóa,5.0,4.8,4.9,4.9,4.9,4.9,4.8,4.8,25,10,170000,0,0.0,15-10-2025,205
Vân Anh Limousine,06:00:00,Bến xe,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,200000,13.0,15-10-2025,180
Vân Anh Limousine,04:30:00,Bến xe,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,210
Vân Anh Limousine,05:30:00,Bến xe,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,180
Vân Anh Limousine,07:30:00,Bến xe,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,180
Vân Anh Limousine,08:30:00,Bến xe,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,210
Vân Anh Limousine,09:30:00,Bến xe,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,180
Vân Anh Limousine,10:30:00,Bến xe,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,180
Vân Anh Limousine,06:30:00,Bến xe,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,180
Vân Anh Limousine,08:30:00,Bến xe,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,15-10-2025,180
Nam Quỳnh Anh,16:50:00,Bến xe,Other,Hà Nội,Thanh Hóa,4.5,4.3,4.5,4.2,4.2,4.2,4.7,4.2,2035,24,350000,0,0.0,15-10-2025,195
Nam Quỳnh Anh,23:55:00,Bến xe,Other,Hà Nội,Thanh Hóa,4.5,4.3,4.5,4.2,4.2,4.2,4.7,4.2,2035,22,350000,0,0.0,15-10-2025,195
Nam Quỳnh Anh,15:20:00,Bến xe,Other,Hà Nội,Thanh Hóa,4.5,4.3,4.5,4.2,4.2,4.2,4.7,4.2,2035,22,350000,0,0.0,15-10-2025,195
Nam Quỳnh Anh,23:30:00,Bến xe,Other,Hà Nội,Thanh Hóa,4.5,4.3,4.5,4.2,4.2,4.2,4.7,4.2,2035,22,350000,0,0.0,15-10-2025,195
Nam Quỳnh Anh,12:05:00,Bến xe,Other,Hà Nội,Thanh Hóa,4.5,4.3,4.5,4.2,4.2,4.2,4.7,4.2,2035,20,350000,0,0.0,15-10-2025,195
Duy Khánh Limousine,16:45:00,Văn phòng,Văn phòng,Hà Nội,Thanh Hóa,4.0,4.0,4.1,4.0,3.9,3.8,4.1,3.8,656,24,350000,0,0.0,15-10-2025,315
Vĩnh Quang,07:30:00,Văn phòng,Văn phòng,Hà Nội,Thanh Hóa,5.0,4.8,4.9,4.9,4.9,4.9,4.8,4.8,25,10,170000,0,0.0,15-10-2025,205
Pu Luong Excursions,06:40:00,Other,Other,Hà Nội,Thanh Hóa,4.7,5.0,5.0,5.0,4.9,5.0,5.0,4.9,16,9,350000,0,0.0,15-10-2025,300
Nam Quỳnh Anh,00:30:00,Bến xe,Other,Hà Nội,Thanh Hóa,4.5,4.3,4.5,4.2,4.2,4.2,4.7,4.2,2035,22,350000,0,0.0,15-10-2025,120
Thành Trung Limousine,10:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,530000,510000,4.0,15-10-2025,195
Thành Trung Limousine,11:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,530000,510000,4.0,15-10-2025,195
Thành Trung Limousine,12:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,530000,510000,4.0,15-10-2025,195
Thành Trung Limousine,10:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,480000,460000,4.0,15-10-2025,165
Thành Trung Limousine,18:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,530000,510000,4.0,15-10-2025,195
Thành Trung Limousine,08:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,480000,460000,4.0,15-10-2025,165
Thành Trung Limousine,08:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,530000,510000,4.0,15-10-2025,195
Thành Trung Limousine,17:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,480000,460000,4.0,15-10-2025,165
Thành Trung Limousine,12:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,480000,460000,4.0,15-10-2025,165
Thành Trung Limousine,17:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,530000,510000,4.0,15-10-2025,195
Thành Trung Limousine,14:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,480000,460000,4.0,15-10-2025,165
Thành Trung Limousine,15:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,480000,460000,4.0,15-10-2025,165
Thành Trung Limousine,16:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,480000,460000,4.0,15-10-2025,165
Thành Trung Limousine,16:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,530000,510000,4.0,15-10-2025,195
Thành Trung Limousine,11:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,480000,460000,4.0,15-10-2025,165
Thành Trung Limousine,13:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,480000,460000,4.0,15-10-2025,165
Thành Trung Limousine,15:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,530000,510000,4.0,15-10-2025,195
Thành Trung Limousine,18:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,480000,460000,4.0,15-10-2025,165
Thành Trung Limousine,14:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,530000,510000,4.0,15-10-2025,195
Thành Trung Limousine,13:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,530000,510000,4.0,15-10-2025,195
Thành Trung Limousine,19:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,480000,460000,4.0,15-10-2025,165
Thành Trung Limousine,19:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,530000,510000,4.0,15-10-2025,195
Thành Trung Limousine,09:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,480000,460000,4.0,15-10-2025,165
Thành Trung Limousine,09:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,530000,510000,4.0,15-10-2025,195
Thành Trung Limousine,22:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,480000,460000,4.0,15-10-2025,165
Thành Trung Limousine,22:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,530000,510000,4.0,15-10-2025,195
Thành Trung Limousine,21:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,530000,510000,4.0,15-10-2025,195
Thành Trung Limousine,06:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,9,480000,460000,4.0,15-10-2025,165
Thành Trung Limousine,21:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,480000,460000,4.0,15-10-2025,165
Thành Trung Limousine,06:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,9,530000,510000,4.0,15-10-2025,195
Nam Quỳnh Anh,19:15:00,Bến xe,Other,Hà Nội,Thanh Hóa,4.5,4.3,4.5,4.2,4.2,4.2,4.7,4.2,2035,32,300000,0,0.0,15-10-2025,120
Nam Quỳnh Anh,18:00:00,Other,Other,Hà Nội,Thanh Hóa,4.5,4.3,4.5,4.2,4.2,4.2,4.7,4.2,2035,32,300000,0,0.0,15-10-2025,195
Thành Trung Limousine,05:00:00,Văn phòng,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,230000,210000,9.0,15-10-2025,120
Thành Trung Limousine,06:00:00,Văn phòng,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,230000,210000,9.0,15-10-2025,120
Thành Trung Limousine,08:00:00,Văn phòng,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,230000,210000,9.0,15-10-2025,120
Thành Trung Travel,19:30:00,Văn phòng,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,24,250000,225000,10.0,15-10-2025,195
Thành Trung Travel,20:30:00,Văn phòng,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,24,250000,225000,10.0,15-10-2025,195
Thành Trung Travel,16:00:00,Văn phòng,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,24,250000,225000,10.0,15-10-2025,195
Thành Trung Limousine,05:00:00,Văn phòng,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,280000,260000,7.0,15-10-2025,150
Thành Trung Limousine,08:00:00,Văn phòng,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,280000,260000,7.0,15-10-2025,150
Thành Trung Limousine,06:00:00,Văn phòng,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,280000,260000,7.0,15-10-2025,150
Thành Trung Limousine,05:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,530000,510000,4.0,15-10-2025,195
Thành Trung Limousine,05:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,480000,460000,4.0,15-10-2025,165
Thành Trung Limousine,07:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,480000,460000,4.0,15-10-2025,165
Thành Trung Limousine,04:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,480000,460000,4.0,15-10-2025,165
Thành Trung Limousine,04:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,530000,510000,4.0,15-10-2025,195
Thành Trung Limousine,07:15:00,Other,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,530000,510000,4.0,15-10-2025,195
Đà Lạt ơi,23:30:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,3425,24,450000000,320000000,29.0,11-10-2025,420
Bình Minh Tải,22:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.6,4.6,4.7,4.6,4.6,4.6,4.8,4.7,3650,22,350000000,300000000,14.0,11-10-2025,425
Huỳnh Gia,22:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,38,280000000,250000000,11.0,11-10-2025,390
An Anh Limousine,23:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.7,4.7,4.6,4.8,8322,34,299000000,199000000,33.0,11-10-2025,390
Khanh Phong,05:15:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,400000000,17.0,11-10-2025,370
Nhật Dương - Bình Minh Bus,23:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826,22,349000000,304000000,13.0,11-10-2025,396
Bus365,22:00:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.6,4.7,4.8,4.7,4.7,4.4,4.7,165,24,400000000,289000000,28.0,11-10-2025,360
Nam Hải Limousine,22:20:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.7,4.7,4.8,4.7,3463,34,300000000,270000000,10.0,11-10-2025,480
Trọng Thủy Limousine,21:00:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.7,4.7,4.7,4.6,4.4,4.7,1344,24,470000000,420000000,11.0,11-10-2025,420
Trà Lan Viên,22:15:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.6,4.5,4.5,4.4,4.3,4.3,4.7,4.4,4199,30,280000000,260000000,7.0,11-10-2025,440
Đà Lạt ơi,23:45:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,3425,24,450000000,320000000,29.0,11-10-2025,345
Huỳnh Gia,11:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,34,280000000,238000000,15.0,11-10-2025,390
Bình Minh Tải,23:15:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.6,4.6,4.7,4.6,4.6,4.6,4.8,4.7,3650,22,395000000,289000000,27.0,11-10-2025,425
An Anh Limousine,05:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.7,4.7,4.6,4.8,8322,24,449000000,299000000,33.0,11-10-2025,390
Nhật Dương - Bình Minh Bus,22:35:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826,22,349000000,304000000,13.0,11-10-2025,470
Khanh Phong,23:20:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,32,320000000,300000000,6.0,11-10-2025,370
Nam Hải Limousine,10:15:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.7,4.7,4.8,4.7,3463,22,420000000,370000000,12.0,11-10-2025,480
Bus365,13:00:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.6,4.7,4.8,4.7,4.7,4.4,4.7,165,24,400000000,289000000,28.0,11-10-2025,360
Trà Lan Viên,23:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.6,4.5,4.5,4.4,4.3,4.3,4.7,4.4,4199,21,450000000,400000000,11.0,11-10-2025,440
Phương Nam,22:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.8,4.7,4.6,4.6,4.8,4.7,2431,40,240000000,240000000,0.0,11-10-2025,532
Hạnh Cafe - Hà Phương Limousine,22:15:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.6,4.4,4.5,4.4,4.3,4.3,4.7,4.4,7326,34,300000000,280000000,7.0,11-10-2025,510
Xe Nhà,22:15:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.4,4.2,4.0,4.0,4.5,4.3,3213,40,280000000,240000000,14.0,11-10-2025,435
Liên Hưng,22:15:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,500000000,300000000,40.0,11-10-2025,525
Cúc Tùng,05:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,362000000,300000000,17.0,11-10-2025,590
Quang Hạnh,19:30:00,Bến xe,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,11-10-2025,565
Phúc An Express,22:15:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,470000000,470000000,0.0,11-10-2025,450
Hà Linh,18:00:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.4,4.3,4.3,4.2,4.0,4.0,4.8,4.1,1329,22,300000000,290000000,3.0,11-10-2025,570
Việt Nhật,22:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.8,4.8,4.6,4.7,4.8,4.7,816,34,280000000,280000000,0.0,11-10-2025,500
Quang Dũng VIP Limousine,05:30:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.0,3.8,3.8,3.9,3.8,3.7,4.3,3.7,887,32,550000000,550000000,0.0,11-10-2025,545
Long Vân Limousine,13:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.5,4.4,4.5,4.5,4.4,4.4,4.7,4.5,6899,22,350000000,315000000,10.0,11-10-2025,420
Tài Phát Limousine,20:00:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,1170,24,520000000,450000000,13.0,11-10-2025,445
Như Ý 78,18:00:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.6,4.5,4.5,4.6,135,24,290000000,290000000,0.0,11-10-2025,525
Rạng Đông Buslines,15:01:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.5,4.2,4.3,4.3,4.2,4.2,4.6,4.2,1481,34,500000000,400000000,20.0,11-10-2025,465
Tuấn Tú Express,14:30:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,46,450000000,290000000,36.0,11-10-2025,420
Hiếu Vinh,17:01:00,Bến xe,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.6,4.5,4.5,4.5,4.4,4.4,4.5,4.3,83,40,200000000,200000000,0.0,11-10-2025,660
Tín Phát Limousine,17:45:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.9,4.8,4.9,54,24,450000000,405000000,10.0,11-10-2025,450
Mười Phương Express,15:00:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.3,4.3,4.3,4.3,4.3,4.0,4.2,165,34,300000000,270000000,10.0,11-10-2025,405
Hưng Thịnh,18:00:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.8,4.9,4.9,4.8,4.8,5.0,4.9,91,24,550000000,450000000,18.0,11-10-2025,540
Hoàng Khang,16:00:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,3.8,4.1,3.8,3.8,3.8,4.8,3.5,116,34,330000000,295000000,11.0,11-10-2025,450
Hưng Thành,16:40:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.6,4.8,4.9,4.8,4.7,4.3,4.8,63,24,500000000,350000000,30.0,11-10-2025,440
