company_name,departure_time,pickup_point,dropoff_point,start_point,destination,rating_safety,rating_info_accuracy,rating_info_completeness,rating_staff_attitude,rating_comfort,rating_service_quality,rating_punctuality,rating_overall,reviewer_count,number_of_seat,price_original,price_discounted,discounted_percentage,departure_date,duration_minutes
Mạnh Hùng,18:10:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,1000000000,1000000000,0.0,11-10-2025,375
Mạnh Hùng,17:35:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,660000000,660000000,0.0,11-10-2025,405
Mạnh Hùng,17:55:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,660000000,660000000,0.0,11-10-2025,385
Mạnh Hùng,17:25:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,600000000,600000000,0.0,11-10-2025,390
Mạnh Hùng,19:15:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,500000000,500000000,0.0,11-10-2025,375
Mạnh Hùng,18:50:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,4,310000000,310000000,0.0,11-10-2025,380
Mạnh Hùng,18:20:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,1000000000,1000000000,0.0,11-10-2025,365
Mạnh Hùng,17:15:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,660000000,660000000,0.0,11-10-2025,425
Mạnh Hùng,18:15:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,660000000,660000000,0.0,11-10-2025,365
Mạnh Hùng,18:05:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,660000000,660000000,0.0,11-10-2025,375
Mạnh Hùng,17:35:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,600000000,600000000,0.0,11-10-2025,380
Mạnh Hùng,18:00:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,1000000000,1000000000,0.0,11-10-2025,385
Quang Hạnh,20:15:00,Other,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,24,430000000,420000000,2.0,11-10-2025,450
Mộc Thảo,19:40:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,1665,34,320000000,320000000,0.0,11-10-2025,625
Mạnh Hùng,17:30:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,2.8,300,4,330000000,330000000,0.0,11-10-2025,535
Mạnh Hùng,17:31:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,2.8,300,22,1000000000,1000000000,0.0,11-10-2025,535
Mạnh Hùng,17:31:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,2.8,300,22,550000000,550000000,0.0,11-10-2025,535
Mạnh Hùng,17:32:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,2.8,300,22,880000000,880000000,0.0,11-10-2025,535
Phúc Yên,17:05:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,741,34,290000000,290000000,0.0,11-10-2025,520
Phúc Yên,16:50:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,741,34,290000000,290000000,0.0,11-10-2025,535
Mộc Thảo,19:50:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,1665,24,450000000,450000000,0.0,11-10-2025,625
Thuận Phát,17:40:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,5.0,67,24,520000000,520000000,0.0,11-10-2025,350
Hoàng Huy,12:00:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,7,44,400000000,400000000,0.0,11-10-2025,520
Sao Limousine,18:30:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.1,11,22,420000000,420000000,0.0,11-10-2025,510
Hoàng Huy,16:00:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,7,22,560000000,560000000,0.0,11-10-2025,520
Phúc An Express,22:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,470000000,470000000,0.0,11-10-2025,450
Phúc An Express,22:30:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,480000000,480000000,0.0,11-10-2025,460
Phúc An Express,22:45:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,470000000,470000000,0.0,11-10-2025,435
Phúc An Express,22:45:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,480000000,480000000,0.0,11-10-2025,445
Quỳnh Nhật,10:00:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.7,279,24,650000000,650000000,0.0,11-10-2025,485
Quỳnh Nhật,09:00:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.7,279,24,650000000,650000000,0.0,11-10-2025,545
