bus_name,departure_time,pick_up_point,arrival_time,drop_of_point,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ,rating_overall,review_count,number_of_seat,price_original,price_discounted,discounted_percentage,day,date,duration_m,start_point,destination
Nhật Dương - Bình Minh Bus,12:45:00,Other,20:20:00,Văn phòng,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826,21,349000000,304000000,13.0,Saturday,11-10-2025,455,Sài Gòn,Nha Trang - Khánh Hoà
Khanh Phong,15:15:00,Văn phòng,21:10:00,Other,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,Saturday,11-10-2025,355,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,01:30:00,Other,10:30:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,34,330000000,280000000,15.0,Saturday,11-10-2025,540,Sài Gòn,Nha Trang - Khánh Hoà
Phúc An Express,20:45:00,Other,03:00:00,Văn phòng,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,32,300000000,300000000,0.0,Saturday,11-10-2025,375,Sài Gòn,Nha Trang - Khánh Hoà
Huỳnh Gia,23:00:00,Văn phòng,05:55:00,Văn phòng,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,21,480000000,456000000,5.0,Saturday,11-10-2025,415,Sài Gòn,Nha Trang - Khánh Hoà
Nhật Dương - Bình Minh Bus,22:50:00,Other,06:25:00,Văn phòng,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826,22,349000000,304000000,13.0,Saturday,11-10-2025,455,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,18:30:00,Văn phòng,01:30:00,Other,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,420,Sài Gòn,Nha Trang - Khánh Hoà
Phương Nam,22:35:00,Other,06:57:00,Văn phòng,4.8,4.7,4.8,4.7,4.6,4.6,4.8,4.7,2431,32,280000000,280000000,0.0,Saturday,11-10-2025,502,Sài Gòn,Nha Trang - Khánh Hoà
Nhật Dương - Bình Minh Bus,23:15:00,Other,06:50:00,Văn phòng,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826,21,349000000,304000000,13.0,Saturday,11-10-2025,455,Sài Gòn,Nha Trang - Khánh Hoà
Tài Phát Limousine,17:00:00,Bến xe,02:05:00,Other,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5,1170,24,520000000,450000000,13.0,Saturday,11-10-2025,545,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,22:15:00,Other,06:30:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,500000000,300000000,40.0,Saturday,11-10-2025,495,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,18:30:00,Văn phòng,23:45:00,Other,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,315,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,22:45:00,Other,07:00:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,500000000,300000000,40.0,Saturday,11-10-2025,495,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,19:00:00,Bến xe,23:45:00,Other,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,285,Sài Gòn,Nha Trang - Khánh Hoà
Tài Phát Limousine,18:12:00,Other,02:05:00,Other,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5,1170,24,520000000,450000000,13.0,Saturday,11-10-2025,473,Sài Gòn,Nha Trang - Khánh Hoà
Tài Phát Limousine,19:00:00,Bến xe,02:05:00,Other,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5,1170,24,520000000,450000000,13.0,Saturday,11-10-2025,425,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,19:30:00,Văn phòng,02:30:00,Other,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,32,330000000,280000000,15.0,Saturday,11-10-2025,420,Sài Gòn,Nha Trang - Khánh Hoà
Cúc Tùng,20:00:00,Bến xe,05:05:00,Other,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,Saturday,11-10-2025,545,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,19:30:00,Other,05:45:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,34,373000000,320000000,14.0,Saturday,11-10-2025,615,Sài Gòn,Nha Trang - Khánh Hoà
Phương Nam,22:30:00,Other,06:52:00,Văn phòng,4.8,4.7,4.8,4.7,4.6,4.6,4.8,4.7,2431,40,240000000,240000000,0.0,Saturday,11-10-2025,502,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,19:20:00,Other,23:45:00,Other,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,265,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,19:00:00,Other,05:00:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,32,330000000,280000000,15.0,Saturday,11-10-2025,600,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,21:00:00,Other,06:30:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,570,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,12:00:00,Other,22:00:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,32,330000000,250000000,24.0,Saturday,11-10-2025,600,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,20:20:00,Other,03:30:00,Bến xe,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,32,378000000,300000000,21.0,Saturday,11-10-2025,430,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,19:30:00,Văn phòng,01:30:00,Other,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,32,330000000,280000000,15.0,Saturday,11-10-2025,360,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,21:00:00,Other,06:00:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,540,Sài Gòn,Nha Trang - Khánh Hoà
Quang Hạnh,20:15:00,Other,04:55:00,Bến xe,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,Saturday,11-10-2025,520,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,19:30:00,Văn phòng,00:45:00,Other,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,32,330000000,280000000,15.0,Saturday,11-10-2025,315,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,19:20:00,Other,02:30:00,Bến xe,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,500000000,420000000,16.0,Saturday,11-10-2025,430,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,23:30:00,Other,08:00:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,34,330000000,280000000,15.0,Saturday,11-10-2025,510,Sài Gòn,Nha Trang - Khánh Hoà
Tài Phát Limousine,20:30:00,Other,03:25:00,Other,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5,1170,24,520000000,450000000,13.0,Saturday,11-10-2025,415,Sài Gòn,Nha Trang - Khánh Hoà
Quang Hạnh,20:55:00,Other,03:45:00,Bến xe,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,24,430000000,420000000,2.0,Saturday,11-10-2025,410,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,19:00:00,Bến xe,01:30:00,Other,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,390,Sài Gòn,Nha Trang - Khánh Hoà
Cúc Tùng,20:30:00,Other,05:00:00,Văn phòng,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,34,444000000,350000000,21.0,Saturday,11-10-2025,510,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,19:00:00,Other,05:15:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,490000000,450000000,8.0,Saturday,11-10-2025,615,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,23:15:00,Other,07:00:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,500000000,300000000,40.0,Saturday,11-10-2025,465,Sài Gòn,Nha Trang - Khánh Hoà
Cúc Tùng,20:00:00,Other,05:15:00,Bến xe,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,34,444000000,350000000,21.0,Saturday,11-10-2025,555,Sài Gòn,Nha Trang - Khánh Hoà
Quang Hạnh,20:30:00,Other,04:55:00,Bến xe,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,Saturday,11-10-2025,505,Sài Gòn,Nha Trang - Khánh Hoà
Tài Phát Limousine,20:30:00,Bến xe,03:25:00,Other,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5,1170,24,520000000,450000000,13.0,Saturday,11-10-2025,415,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,22:30:00,Other,07:00:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,510,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,21:00:00,Other,06:30:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,490000000,350000000,29.0,Saturday,11-10-2025,570,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,20:00:00,Bến xe,00:45:00,Other,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,32,330000000,280000000,15.0,Saturday,11-10-2025,285,Sài Gòn,Nha Trang - Khánh Hoà
Phúc An Express,22:30:00,Other,05:45:00,Văn phòng,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,470000000,470000000,0.0,Saturday,11-10-2025,435,Sài Gòn,Nha Trang - Khánh Hoà
Tuấn Tú Express,21:00:00,Other,04:00:00,Other,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,34,550000000,320000000,42.0,Saturday,11-10-2025,420,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,21:30:00,Other,07:39:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,34,330000000,280000000,15.0,Saturday,11-10-2025,609,Sài Gòn,Nha Trang - Khánh Hoà
Phương Nam,22:45:00,Other,07:07:00,Văn phòng,4.8,4.7,4.8,4.7,4.6,4.6,4.8,4.7,2431,22,440000000,440000000,0.0,Saturday,11-10-2025,502,Sài Gòn,Nha Trang - Khánh Hoà
Tuấn Tú Express,12:50:00,Other,21:00:00,Other,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,34,550000000,320000000,42.0,Saturday,11-10-2025,490,Sài Gòn,Nha Trang - Khánh Hoà
Cúc Tùng,23:30:00,Other,07:45:00,Bến xe,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,800000000,500000000,37.0,Saturday,11-10-2025,495,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,07:30:00,Other,17:30:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,32,313000000,250000000,20.0,Saturday,11-10-2025,600,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,21:30:00,Other,06:30:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,540,Sài Gòn,Nha Trang - Khánh Hoà
Tuấn Tú Express,13:21:00,Other,21:31:00,Other,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,24,700000000,350000000,50.0,Saturday,11-10-2025,490,Sài Gòn,Nha Trang - Khánh Hoà
Tuấn Tú Express,19:51:00,Other,04:01:00,Other,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,24,700000000,350000000,50.0,Saturday,11-10-2025,490,Sài Gòn,Nha Trang - Khánh Hoà
Hà Linh,18:30:00,Other,03:30:00,Văn phòng,4.4,4.3,4.3,4.2,4.0,4.0,4.8,4.1,1329,22,300000000,290000000,3.0,Saturday,11-10-2025,540,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,21:00:00,Other,06:00:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,34,330000000,280000000,15.0,Saturday,11-10-2025,540,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,22:45:00,Other,06:30:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,500000000,300000000,40.0,Saturday,11-10-2025,465,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,20:15:00,Other,05:45:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,34,330000000,290000000,12.0,Saturday,11-10-2025,570,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,20:00:00,Bến xe,02:30:00,Other,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,32,330000000,280000000,15.0,Saturday,11-10-2025,390,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,23:00:00,Other,07:00:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,480,Sài Gòn,Nha Trang - Khánh Hoà
Khang Thịnh,18:50:00,Bến xe,03:15:00,Other,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,1708,24,550000000,495000000,10.0,Saturday,11-10-2025,505,Sài Gòn,Nha Trang - Khánh Hoà
Khang Thịnh,19:10:00,Other,03:30:00,Other,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,1708,34,400000000,360000000,10.0,Saturday,11-10-2025,500,Sài Gòn,Nha Trang - Khánh Hoà
Khang Thịnh,19:05:00,Bến xe,03:30:00,Other,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,1708,34,400000000,360000000,10.0,Saturday,11-10-2025,505,Sài Gòn,Nha Trang - Khánh Hoà
Phúc An Express,22:30:00,Other,05:55:00,Other,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,480000000,480000000,0.0,Saturday,11-10-2025,445,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,09:30:00,Other,19:30:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,32,330000000,250000000,24.0,Saturday,11-10-2025,600,Sài Gòn,Nha Trang - Khánh Hoà
Rạng Đông Buslines,19:30:00,Other,01:45:00,Other,4.5,4.2,4.3,4.3,4.2,4.2,4.6,4.2,1481,24,600000000,480000000,20.0,Saturday,11-10-2025,375,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,19:45:00,Other,02:30:00,Bến xe,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,500000000,420000000,16.0,Saturday,11-10-2025,405,Sài Gòn,Nha Trang - Khánh Hoà
Rạng Đông Buslines,18:00:00,Bến xe,01:45:00,Other,4.5,4.2,4.3,4.3,4.2,4.2,4.6,4.2,1481,24,600000000,480000000,20.0,Saturday,11-10-2025,465,Sài Gòn,Nha Trang - Khánh Hoà
Rạng Đông Buslines,16:31:00,Other,22:46:00,Other,4.5,4.2,4.3,4.3,4.2,4.2,4.6,4.2,1481,34,500000000,400000000,20.0,Saturday,11-10-2025,375,Sài Gòn,Nha Trang - Khánh Hoà
Mạnh Hùng,16:30:00,Bến xe,02:25:00,Other,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,2.8,300,4,330000000,330000000,0.0,Saturday,11-10-2025,595,Sài Gòn,Nha Trang - Khánh Hoà
Khang Thịnh,18:55:00,Other,03:15:00,Other,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,1708,24,550000000,495000000,10.0,Saturday,11-10-2025,500,Sài Gòn,Nha Trang - Khánh Hoà
Mạnh Hùng,18:30:00,Văn phòng,01:10:00,Other,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,4,310000000,310000000,0.0,Saturday,11-10-2025,400,Sài Gòn,Nha Trang - Khánh Hoà
Phúc Yên,16:55:00,Other,01:40:00,Other,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,741,34,290000000,290000000,0.0,Saturday,11-10-2025,525,Sài Gòn,Nha Trang - Khánh Hoà
Tuấn Hiệp,01:20:00,Other,11:10:00,Bến xe,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4,1234,36,280000000,280000000,0.0,Saturday,11-10-2025,590,Sài Gòn,Nha Trang - Khánh Hoà
Phúc Yên,16:30:00,Bến xe,01:40:00,Other,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,741,34,290000000,290000000,0.0,Saturday,11-10-2025,550,Sài Gòn,Nha Trang - Khánh Hoà
Cúc Tùng,06:00:00,Văn phòng,16:05:00,Other,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,Saturday,11-10-2025,605,Sài Gòn,Nha Trang - Khánh Hoà
Nguyên Khang Limousine,20:00:00,Other,23:45:00,Other,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,5,2,24,450000000,405000000,10.0,Saturday,11-10-2025,225,Sài Gòn,Nha Trang - Khánh Hoà
Tài Phát Limousine,19:15:00,Other,02:05:00,Other,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5,1170,24,520000000,450000000,13.0,Saturday,11-10-2025,410,Sài Gòn,Nha Trang - Khánh Hoà
Tài Phát Limousine,19:30:00,Other,02:05:00,Other,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5,1170,24,520000000,450000000,13.0,Saturday,11-10-2025,395,Sài Gòn,Nha Trang - Khánh Hoà
Năm Rùm,16:10:00,Bến xe,02:00:00,Other,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.9,287,40,200000000,200000000,0.0,Saturday,11-10-2025,590,Sài Gòn,Nha Trang - Khánh Hoà
Nguyên Khang Limousine,18:15:00,Bến xe,23:45:00,Other,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,5,2,24,450000000,405000000,10.0,Saturday,11-10-2025,330,Sài Gòn,Nha Trang - Khánh Hoà
Tuấn Tú Express,18:01:00,Other,01:01:00,Other,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,24,700000000,350000000,50.0,Saturday,11-10-2025,420,Sài Gòn,Nha Trang - Khánh Hoà
Tuấn Tú Express,14:00:00,Other,21:00:00,Other,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,34,550000000,320000000,42.0,Saturday,11-10-2025,420,Sài Gòn,Nha Trang - Khánh Hoà
Tuấn Tú Express,21:01:00,Other,04:01:00,Other,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,24,700000000,350000000,50.0,Saturday,11-10-2025,420,Sài Gòn,Nha Trang - Khánh Hoà
Tuấn Tú Express,14:31:00,Other,21:31:00,Other,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,24,700000000,350000000,50.0,Saturday,11-10-2025,420,Sài Gòn,Nha Trang - Khánh Hoà
Tuấn Tú Express,16:50:00,Other,01:00:00,Other,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,34,550000000,320000000,42.0,Saturday,11-10-2025,490,Sài Gòn,Nha Trang - Khánh Hoà
Tuấn Tú Express,19:50:00,Other,04:00:00,Other,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,34,550000000,320000000,42.0,Saturday,11-10-2025,490,Sài Gòn,Nha Trang - Khánh Hoà
Tuấn Tú Express,18:00:00,Other,01:00:00,Other,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,34,550000000,320000000,42.0,Saturday,11-10-2025,420,Sài Gòn,Nha Trang - Khánh Hoà
Tuấn Tú Express,16:51:00,Other,01:01:00,Other,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,24,700000000,350000000,50.0,Saturday,11-10-2025,490,Sài Gòn,Nha Trang - Khánh Hoà
Phúc Yên,16:30:00,Bến xe,01:45:00,Other,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,741,24,400000000,400000000,0.0,Saturday,11-10-2025,555,Sài Gòn,Nha Trang - Khánh Hoà
Tuấn Tú Express,13:20:00,Other,21:30:00,Other,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,46,450000000,290000000,36.0,Saturday,11-10-2025,490,Sài Gòn,Nha Trang - Khánh Hoà
Phương Anh,18:15:00,Other,03:15:00,Bến xe,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.3,248,44,350000000,315000000,10.0,Saturday,11-10-2025,540,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,09:05:00,Other,16:30:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,490000000,300000000,39.0,Saturday,11-10-2025,445,Sài Gòn,Nha Trang - Khánh Hoà
Quang Hạnh,18:30:00,Other,02:55:00,Bến xe,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,Saturday,11-10-2025,505,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,07:00:00,Other,16:30:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,490000000,300000000,39.0,Saturday,11-10-2025,570,Sài Gòn,Nha Trang - Khánh Hoà
Quang Hạnh,18:45:00,Other,03:25:00,Bến xe,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,Saturday,11-10-2025,520,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,11:20:00,Other,18:45:00,Văn phòng,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,490000000,300000000,39.0,Saturday,11-10-2025,445,Sài Gòn,Nha Trang - Khánh Hoà
Quang Hạnh,18:15:00,Other,02:55:00,Bến xe,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,Saturday,11-10-2025,520,Sài Gòn,Nha Trang - Khánh Hoà
Cúc Tùng,20:30:00,Bến xe,05:35:00,Other,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,562000000,299000000,47.0,Saturday,11-10-2025,545,Sài Gòn,Nha Trang - Khánh Hoà
Cúc Tùng,20:00:00,Other,05:00:00,Văn phòng,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,34,444000000,350000000,21.0,Saturday,11-10-2025,540,Sài Gòn,Nha Trang - Khánh Hoà
Dũng Thuỷ Express,18:00:00,Other,01:30:00,Other,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,270,24,590000000,519200000,12.0,Saturday,11-10-2025,450,Sài Gòn,Nha Trang - Khánh Hoà
Quang Hạnh,18:25:00,Other,03:25:00,Bến xe,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,Saturday,11-10-2025,540,Sài Gòn,Nha Trang - Khánh Hoà
Cúc Tùng,23:30:00,Other,07:45:00,Văn phòng,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,800000000,500000000,37.0,Saturday,11-10-2025,495,Sài Gòn,Nha Trang - Khánh Hoà
Cúc Tùng,19:30:00,Văn phòng,05:35:00,Other,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,562000000,299000000,47.0,Saturday,11-10-2025,605,Sài Gòn,Nha Trang - Khánh Hoà
Hưng Thịnh,18:30:00,Other,03:00:00,Other,4.9,4.8,4.9,4.9,4.8,4.8,5.0,4.9,91,24,550000000,450000000,18.0,Saturday,11-10-2025,510,Sài Gòn,Nha Trang - Khánh Hoà
Hà Linh,19:15:00,Other,03:45:00,Văn phòng,4.4,4.3,4.3,4.2,4.0,4.0,4.8,4.1,1329,32,390000000,280000000,28.0,Saturday,11-10-2025,510,Sài Gòn,Nha Trang - Khánh Hoà
Cúc Tùng,04:00:00,Bến xe,15:05:00,Other,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,Saturday,11-10-2025,665,Sài Gòn,Nha Trang - Khánh Hoà
Cúc Tùng,20:30:00,Other,05:15:00,Bến xe,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,34,444000000,350000000,21.0,Saturday,11-10-2025,525,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,18:30:00,Văn phòng,00:30:00,Other,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,360,Sài Gòn,Nha Trang - Khánh Hoà
Cúc Tùng,05:00:00,Văn phòng,15:05:00,Other,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,Saturday,11-10-2025,605,Sài Gòn,Nha Trang - Khánh Hoà
Liên Hưng,19:00:00,Bến xe,00:30:00,Other,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,330,Sài Gòn,Nha Trang - Khánh Hoà
Dũng Thuỷ Express,18:30:00,Bến xe,01:30:00,Other,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,270,24,590000000,519200000,12.0,Saturday,11-10-2025,420,Sài Gòn,Nha Trang - Khánh Hoà
Phúc An Express,20:15:00,Other,03:00:00,Văn phòng,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,32,300000000,300000000,0.0,Saturday,11-10-2025,405,Sài Gòn,Nha Trang - Khánh Hoà
Quang Hạnh,19:55:00,Other,04:55:00,Bến xe,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,Saturday,11-10-2025,540,Sài Gòn,Nha Trang - Khánh Hoà
Cúc Tùng,19:00:00,Văn phòng,05:05:00,Other,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,Saturday,11-10-2025,605,Sài Gòn,Nha Trang - Khánh Hoà
Phúc An Express,20:00:00,Văn phòng,03:10:00,Other,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,32,320000000,320000000,0.0,Saturday,11-10-2025,430,Sài Gòn,Nha Trang - Khánh Hoà
